YEAR,MO,DY,QV2M,RH2M,PRECTOTCORR,T2M,T2MDEW,T2MWET,TS,T2M_RANGE,T2M_MAX,T2M_MIN,PS,WS10M,WS10M_MAX,WS10M_MIN,WS10M_RANGE,WD10M,WS50M,WS50M_MAX,WS50M_MIN,WS50M_RANGE,WD50M,PRECTOTCORR_next,TS_next,RH2M_next,PS_next,WS1OM_next,WD1OM_next
2004,3,7,4.39,83.25,1.54,4.98,2.39,3.69,7.59,1.77,5.56,3.8,102.95,8.45,10.73,6.36,4.37,21.88,9.46,12.3,6.8,5.49,21.88,0.4,7.4,71.56,104.26,6.23,33.75
2004,3,8,3.6,71.56,0.4,4.52,-0.19,2.17,7.4,2.64,5.6,2.97,104.26,6.23,10.08,2.43,7.65,33.75,6.96,11.55,2.72,8.84,34.25,0.35,7.18,76.12,103.86,4.45,136.31
2004,3,9,3.97,76.12,0.35,5.01,1.16,3.08,7.18,3.95,6.97,3.02,103.86,4.45,5.97,2.41,3.55,136.31,5.02,6.48,2.7,3.78,137.38,0.0,7.46,73.88,102.67,3.73,135.06
2004,3,10,4.27,73.88,0.0,6.33,1.98,4.15,7.46,3.81,8.64,4.83,102.67,3.73,4.74,2.64,2.1,135.06,4.16,5.23,3.0,2.23,135.56,0.01,8.01,77.81,102.14,3.82,57.31
2004,3,11,4.94,77.81,0.01,7.51,3.86,5.69,8.01,4.62,9.66,5.04,102.14,3.82,5.78,2.38,3.41,57.31,4.68,7.0,3.12,3.88,57.81,0.18,8.24,78.94,102.29,8.37,207.5
2004,3,12,4.94,78.94,0.18,7.45,4.03,5.74,8.24,2.22,8.69,6.47,102.29,8.37,9.41,6.21,3.2,207.5,9.7,10.73,7.45,3.3,222.81,1.48,7.54,81.25,102.77,8.13,6.25
2004,3,13,4.58,81.25,1.48,5.87,2.92,4.39,7.54,1.52,6.76,5.24,102.77,8.13,9.2,6.95,2.25,6.25,9.27,10.73,7.63,3.11,6.88,0.47,7.32,74.88,103.06,6.98,51.31
2004,3,14,4.21,74.88,0.47,5.92,1.78,3.85,7.32,1.96,6.89,4.93,103.06,6.98,8.13,5.68,2.46,51.31,8.09,9.51,6.97,2.55,51.5,0.14,6.62,85.44,103.16,7.24,6.62
2004,3,15,4.46,85.44,0.14,4.92,2.7,3.81,6.62,2.2,5.98,3.78,103.16,7.24,8.53,6.38,2.15,6.62,8.23,9.53,7.2,2.34,7.19,0.37,6.08,86.0,103.17,5.01,15.38
2004,3,16,3.97,86.0,0.37,3.19,1.1,2.15,6.08,0.99,3.65,2.67,103.17,5.01,6.88,1.83,5.04,15.38,5.6,7.91,2.08,5.84,16.44,0.2,6.4,84.12,103.0,2.94,105.44
2004,3,17,4.27,84.12,0.2,4.49,2.05,3.27,6.4,2.01,4.97,2.96,103.0,2.94,4.73,1.79,2.95,105.44,3.25,5.09,2.02,3.06,106.38,0.06,7.43,79.56,102.78,3.16,93.0
2004,3,18,4.76,79.56,0.06,6.76,3.47,5.12,7.43,2.99,8.01,5.01,102.78,3.16,4.0,2.09,1.9,93.0,3.55,4.28,2.34,1.95,93.75,0.0,7.8,75.56,102.84,1.99,64.56
2004,3,19,4.64,75.56,0.0,7.24,3.2,5.22,7.8,2.67,8.77,6.1,102.84,1.99,2.37,1.35,1.02,64.56,2.21,2.88,1.36,1.52,64.06,0.0,8.25,71.62,102.63,2.78,112.81
2004,3,20,4.64,71.62,0.0,8.05,3.11,5.58,8.25,4.42,10.48,6.05,102.63,2.78,5.47,0.96,4.51,112.81,3.46,6.8,1.2,5.59,126.38,0.0,9.01,81.25,102.05,7.57,202.75
2004,3,21,5.92,81.25,0.0,9.75,6.39,8.07,9.01,6.61,13.7,7.09,102.05,7.57,9.48,5.28,4.2,202.75,9.83,12.11,6.66,5.45,203.56,0.0,10.45,61.88,101.84,4.87,197.88
2004,3,22,5.37,61.88,0.0,12.71,4.9,8.8,10.45,10.03,18.73,8.7,101.84,4.87,6.73,3.63,3.1,197.88,7.17,9.75,4.66,5.09,198.19,0.0,10.26,72.5,102.1,4.06,160.62
2004,3,23,5.92,72.5,0.0,11.44,6.47,8.95,10.26,4.97,14.05,9.08,102.1,4.06,5.31,2.27,3.04,160.62,6.27,8.43,3.73,4.7,160.88,0.0,9.93,83.06,102.42,3.16,83.31
2004,3,24,6.35,83.06,0.0,10.44,7.53,8.98,9.93,4.83,13.3,8.47,102.42,3.16,4.34,2.12,2.22,83.31,4.73,6.16,3.09,3.07,84.25,0.0,9.92,80.25,101.72,3.64,126.31
2004,3,25,6.47,80.25,0.0,11.01,7.68,9.34,9.92,3.9,13.33,9.44,101.72,3.64,5.47,1.7,3.77,126.31,5.66,8.09,2.68,5.41,126.81,0.0,10.56,79.75,101.47,3.29,120.31
2004,3,26,6.59,79.75,0.0,11.47,7.94,9.71,10.56,5.09,14.57,9.48,101.47,3.29,4.5,0.67,3.83,120.31,4.91,6.99,0.9,6.09,120.75,0.0,10.48,73.56,101.91,3.0,115.75
2004,3,27,5.98,73.56,0.0,11.3,6.55,8.92,10.48,4.77,13.98,9.2,101.91,3.0,5.27,1.48,3.8,115.75,4.27,6.75,2.01,4.74,130.69,0.0,10.93,68.56,101.8,2.31,189.5
2004,3,28,6.1,68.56,0.0,12.57,6.83,9.7,10.93,5.55,15.82,10.26,101.8,2.31,3.3,0.59,2.71,189.5,3.34,4.73,0.8,3.93,188.94,0.0,11.27,74.38,101.5,3.23,168.12
2004,3,29,6.71,74.38,0.0,12.86,8.26,10.56,11.27,5.26,15.9,10.65,101.5,3.23,5.27,0.22,5.05,168.12,4.86,8.73,0.32,8.41,168.56,0.33,10.48,85.88,101.05,9.3,260.56
2004,3,30,6.96,85.88,0.33,10.93,8.6,9.76,10.48,6.02,14.39,8.37,101.05,9.3,14.59,3.19,11.4,260.56,11.91,17.41,4.5,12.91,260.44,1.05,10.05,74.81,101.83,5.26,257.81
2004,3,31,5.43,74.81,1.05,9.6,5.28,7.44,10.05,3.36,11.4,8.05,101.83,5.26,10.32,2.05,8.27,257.81,6.38,12.27,2.53,9.73,257.5,0.12,9.57,78.75,102.1,5.52,218.06
2004,4,1,5.55,78.75,0.12,9.07,5.52,7.3,9.57,2.75,10.56,7.81,102.1,5.52,9.01,2.37,6.64,218.06,6.48,10.73,2.7,8.04,219.06,0.06,10.13,81.94,101.1,7.71,165.62
2004,4,2,6.47,81.94,0.06,10.62,7.6,9.12,10.13,4.02,12.8,8.78,101.1,7.71,11.14,1.03,10.12,165.62,9.82,13.87,1.65,12.22,166.5,1.78,8.51,82.31,101.64,11.2,123.94
2004,4,3,4.88,82.31,1.78,6.3,3.52,4.91,8.51,5.02,9.05,4.03,101.64,11.2,13.21,6.45,6.76,123.94,12.78,15.45,8.0,7.45,124.12,3.09,7.8,82.06,102.31,8.95,29.06
2004,4,4,4.21,82.06,3.09,4.47,1.67,3.07,7.8,1.06,5.08,4.01,102.31,8.95,11.23,6.36,4.87,29.06,10.1,12.87,7.54,5.33,29.44,0.08,8.24,72.69,102.83,6.19,100.88
2004,4,5,3.85,72.69,0.08,4.93,0.39,2.65,8.24,1.68,5.77,4.09,102.83,6.19,9.84,0.75,9.1,100.88,7.02,11.28,0.75,10.53,101.31,0.0,8.98,73.06,102.4,7.71,192.25
2004,4,6,4.88,73.06,0.0,8.4,3.65,6.03,8.98,5.66,11.4,5.74,102.4,7.71,9.44,6.04,3.4,192.25,9.23,10.92,7.54,3.38,193.19,0.0,9.49,85.62,102.17,6.07,181.56
2004,4,7,6.16,85.62,0.0,9.56,7.16,8.36,9.49,4.77,12.25,7.49,102.17,6.07,7.2,4.15,3.05,181.56,7.72,9.16,5.11,4.05,182.56,0.0,10.17,84.44,102.26,4.52,176.75
2004,4,8,6.41,84.44,0.0,10.45,7.73,9.08,10.17,5.06,13.23,8.16,102.26,4.52,5.22,2.92,2.3,176.75,6.2,7.52,3.98,3.53,177.62,0.0,10.65,80.94,102.28,3.79,159.19
2004,4,9,6.47,80.94,0.0,11.31,7.8,9.55,10.65,5.43,14.33,8.9,102.28,3.79,5.12,2.58,2.55,159.19,5.62,7.46,3.56,3.9,160.06,0.0,11.08,79.75,102.39,3.45,161.81
2004,4,10,6.65,79.75,0.0,11.91,8.14,10.03,11.08,5.58,15.21,9.63,102.39,3.45,4.99,2.2,2.8,161.81,5.2,7.14,3.09,4.05,162.19,0.0,11.2,75.0,102.41,4.12,185.44
2004,4,11,6.35,75.0,0.0,12.19,7.47,9.83,11.2,6.6,16.06,9.46,102.41,4.12,6.33,2.16,4.16,185.44,6.14,9.42,3.01,6.41,186.06,0.0,11.82,72.0,102.26,4.1,193.62
2004,4,12,6.47,72.0,0.0,12.96,7.76,10.37,11.82,6.16,16.46,10.31,102.26,4.1,4.77,2.88,1.89,193.62,6.04,7.52,4.41,3.12,194.25,0.0,12.34,78.75,101.57,5.68,209.94
2004,4,13,7.51,78.75,0.0,13.69,9.82,11.76,12.34,5.89,16.97,11.08,101.57,5.68,7.62,3.09,4.52,209.94,8.57,11.35,5.09,6.26,210.5,0.0,13.48,72.31,101.18,3.45,188.94
2004,4,14,7.45,72.31,0.0,15.02,9.76,12.39,13.48,7.49,19.73,12.25,101.18,3.45,6.16,0.11,6.05,188.94,5.14,9.38,0.18,9.21,191.0,0.06,12.87,80.81,100.75,9.66,268.94
2004,4,15,7.57,80.81,0.06,13.31,9.85,11.58,12.87,10.83,19.77,8.94,100.75,9.66,17.58,3.41,14.17,268.94,12.36,20.96,5.85,15.11,269.12,1.13,11.17,76.56,101.76,11.86,110.0
2004,4,16,5.55,76.56,1.13,9.54,5.59,7.56,11.17,2.16,10.4,8.23,101.76,11.86,15.54,8.78,6.76,110.0,13.71,18.11,9.93,8.18,110.19,1.15,10.2,74.44,101.65,7.3,126.12
2004,4,17,5.13,74.44,1.15,8.67,4.29,6.48,10.2,1.59,9.54,7.94,101.65,7.3,11.68,0.62,11.06,126.12,8.32,13.52,0.7,12.82,126.31,0.22,9.97,74.5,101.69,2.99,152.62
2004,4,18,5.19,74.5,0.22,8.9,4.59,6.75,9.97,1.64,9.8,8.15,101.69,2.99,4.02,1.91,2.11,152.62,3.34,4.45,2.25,2.2,153.19,0.08,10.64,78.19,101.4,5.3,92.56
2004,4,19,6.23,78.19,0.08,10.76,7.1,8.93,10.64,3.59,12.34,8.76,101.4,5.3,6.83,3.88,2.95,92.56,7.05,9.18,4.91,4.27,93.56,0.19,10.44,87.62,101.4,7.12,220.69
2004,4,20,6.77,87.62,0.19,10.29,8.33,9.3,10.44,2.62,11.8,9.17,101.4,7.12,7.89,5.8,2.09,220.69,8.49,9.14,6.65,2.49,220.81,0.0,11.36,81.75,101.72,5.13,194.31
2004,4,21,6.59,81.75,0.0,11.07,7.98,9.52,11.36,3.87,13.26,9.39,101.72,5.13,7.52,2.28,5.23,194.31,6.41,8.9,2.69,6.21,209.06,0.04,11.44,88.38,101.17,3.11,110.44
2004,4,22,7.39,88.38,0.04,11.55,9.65,10.6,11.44,4.42,13.81,9.39,101.17,3.11,4.94,1.66,3.28,110.44,4.52,7.26,1.9,5.36,111.06,1.1,11.25,86.94,100.49,3.82,135.06
2004,4,23,7.32,86.94,1.1,11.62,9.45,10.54,11.25,4.16,14.39,10.23,100.49,3.82,6.47,1.59,4.88,135.06,5.24,8.02,2.49,5.52,135.31,0.01,12.19,83.06,100.92,3.18,167.62
2004,4,24,7.45,83.06,0.01,12.63,9.66,11.15,12.19,6.23,16.51,10.27,100.92,3.18,6.17,1.57,4.6,167.62,4.53,8.35,2.41,5.94,166.75,0.44,11.91,89.56,101.69,5.04,153.25
2004,4,25,7.63,89.56,0.44,11.86,10.19,11.03,11.91,2.27,12.87,10.6,101.69,5.04,7.17,2.95,4.22,153.25,6.42,8.31,4.02,4.29,153.44,0.24,12.31,88.94,102.26,7.2,352.75
2004,4,26,7.51,88.94,0.24,11.79,10.01,10.9,12.31,3.07,13.52,10.45,102.26,7.2,10.05,5.16,4.89,352.75,8.56,11.65,6.61,5.03,352.94,0.0,12.59,83.25,102.64,2.83,129.12
2004,4,27,7.14,83.25,0.0,12.19,9.37,10.78,12.59,4.1,14.3,10.2,102.64,2.83,4.73,0.73,4.0,129.12,3.69,5.77,0.89,4.87,114.5,0.0,12.43,87.5,102.39,5.66,160.06
2004,4,28,7.93,87.5,0.0,12.88,10.81,11.84,12.43,4.34,14.86,10.52,102.39,5.66,8.28,3.16,5.12,160.06,8.0,11.13,3.8,7.34,160.56,0.0,13.04,80.56,101.82,4.82,154.62
2004,4,29,7.81,80.56,0.0,13.91,10.48,12.19,13.04,4.55,16.29,11.74,101.82,4.82,6.68,2.73,3.95,154.62,7.36,9.76,4.62,5.13,155.06,0.03,13.12,72.38,101.15,3.5,134.56
2004,4,30,7.14,72.38,0.03,14.1,9.08,11.59,13.12,4.04,16.3,12.26,101.15,3.5,5.38,1.96,3.41,134.56,5.39,7.93,3.1,4.83,135.25,0.37,12.75,84.88,101.04,5.68,195.5
2004,5,1,8.0,84.88,0.37,13.3,10.79,12.05,12.75,2.86,15.02,12.16,101.04,5.68,9.09,1.68,7.4,195.5,7.64,11.62,2.68,8.93,195.62,0.19,13.12,87.5,101.52,3.24,63.38
2004,5,2,8.24,87.5,0.19,13.36,11.29,12.32,13.12,3.35,15.16,11.8,101.52,3.24,5.34,2.34,3.0,63.38,4.55,6.93,3.25,3.68,62.12,0.08,13.87,84.81,101.9,2.7,81.19
2004,5,3,8.3,84.81,0.08,14.07,11.44,12.76,13.87,4.77,16.51,11.75,101.9,2.7,3.85,1.94,1.91,81.19,3.74,5.22,2.66,2.56,81.5,0.61,14.45,83.06,101.45,3.55,143.12
2004,5,4,8.36,83.06,0.61,14.56,11.55,13.06,14.45,5.88,18.11,12.23,101.45,3.55,8.77,1.2,7.57,143.12,4.47,10.06,1.52,8.54,144.25,0.49,13.65,86.0,101.44,9.96,343.44
2004,5,5,8.24,86.0,0.49,13.65,11.32,12.48,13.65,3.08,15.4,12.33,101.44,9.96,11.22,8.65,2.57,343.44,11.98,13.86,10.2,3.66,343.5,1.06,14.4,80.25,101.79,4.16,198.19
2004,5,6,7.93,80.25,1.06,14.29,10.74,12.51,14.4,4.91,16.94,12.03,101.79,4.16,8.09,2.08,6.01,198.19,5.41,9.55,2.48,7.08,197.06,0.0,14.37,88.06,101.29,5.75,160.38
2004,5,7,9.03,88.06,0.0,14.67,12.64,13.65,14.37,4.0,16.78,12.78,101.29,5.75,8.11,3.05,5.05,160.38,7.92,10.66,4.45,6.21,161.56,0.0,15.43,75.06,101.19,3.27,132.06
2004,5,8,8.61,75.06,0.0,16.7,11.9,14.3,15.43,6.61,20.2,13.59,101.19,3.27,6.94,1.9,5.03,132.06,4.6,8.13,2.73,5.4,133.0,0.01,14.89,80.31,101.38,5.76,152.5
2004,5,9,8.36,80.31,0.01,14.89,11.48,13.19,14.89,3.08,16.55,13.47,101.38,5.76,7.51,3.02,4.48,152.5,7.25,9.13,4.38,4.75,152.62,0.01,16.01,70.5,100.88,3.3,135.38
2004,5,10,8.48,70.5,0.01,17.22,11.62,14.42,16.01,6.59,20.74,14.15,100.88,3.3,5.45,0.71,4.73,135.38,4.81,7.7,0.9,6.8,136.0,0.34,15.52,85.12,100.07,4.95,186.56
2004,5,11,10.01,85.12,0.34,16.56,14.01,15.29,15.52,5.37,19.77,14.4,100.07,4.95,7.3,2.02,5.28,186.56,7.34,11.98,2.79,9.2,186.62,0.0,15.48,83.69,100.37,4.89,233.44
2004,5,12,9.4,83.69,0.0,15.9,13.09,14.5,15.48,3.68,17.65,13.98,100.37,4.89,7.59,2.05,5.53,233.44,7.12,10.72,3.07,7.65,232.81,0.46,14.7,84.44,100.59,6.08,253.75
2004,5,13,9.09,84.44,0.46,15.25,12.65,13.94,14.7,1.98,16.32,14.34,100.59,6.08,10.01,1.3,8.71,253.75,7.95,12.36,1.97,10.39,254.0,1.87,14.05,90.81,100.75,8.32,302.25
2004,5,14,9.28,90.81,1.87,14.48,13.01,13.74,14.05,1.43,15.18,13.75,100.75,8.32,11.04,6.01,5.03,302.25,10.37,13.54,7.67,5.87,302.88,1.45,14.5,86.31,100.52,6.84,298.81
2004,5,15,8.73,86.31,1.45,14.27,11.98,13.12,14.5,3.66,16.25,12.6,100.52,6.84,9.52,5.01,4.5,298.81,8.55,11.23,6.69,4.53,313.56,0.53,14.01,80.94,100.9,5.1,14.44
2004,5,16,7.75,80.94,0.53,13.5,10.24,11.87,14.01,2.56,14.88,12.32,100.9,5.1,7.11,2.95,4.16,14.44,6.15,8.16,3.52,4.65,14.5,0.05,14.79,75.38,101.44,2.18,57.06
2004,5,17,7.51,75.38,0.05,14.31,9.91,12.11,14.79,3.46,16.14,12.67,101.44,2.18,2.88,1.34,1.55,57.06,2.62,3.45,1.54,1.91,57.0,0.0,16.21,73.5,101.78,2.33,56.19
2004,5,18,7.75,73.5,0.0,15.24,10.44,12.83,16.21,4.7,17.42,12.73,101.78,2.33,3.24,1.0,2.24,56.19,2.61,3.64,0.92,2.72,55.06,0.01,16.61,81.5,101.34,4.04,172.0
2004,5,19,9.52,81.5,0.01,16.61,13.37,14.99,16.61,4.45,18.83,14.38,101.34,4.04,6.84,1.02,5.82,172.0,5.53,9.28,1.3,7.98,172.94,1.51,15.41,85.75,101.4,8.11,218.56
2004,5,20,8.79,85.75,1.51,14.51,12.15,13.33,15.41,3.85,16.44,12.59,101.4,8.11,12.6,2.45,10.15,218.56,9.48,14.48,2.94,11.54,218.56,0.56,16.82,70.69,101.97,3.34,204.06
2004,5,21,8.06,70.69,0.56,16.68,10.92,13.8,16.82,6.52,20.18,13.65,101.97,3.34,4.84,0.23,4.62,204.06,4.29,6.85,0.51,6.34,205.56,0.0,17.23,75.25,102.34,3.23,181.0
2004,5,22,9.03,75.25,0.0,17.32,12.73,15.03,17.23,4.07,19.19,15.12,102.34,3.23,4.62,1.36,3.25,181.0,4.64,6.73,1.9,4.83,181.25,0.0,17.63,67.44,102.04,1.94,135.31
2004,5,23,8.61,67.44,0.0,18.18,11.98,15.08,17.63,3.51,19.77,16.26,102.04,1.94,3.83,0.44,3.39,135.31,2.73,5.47,0.72,4.75,135.19,0.68,18.4,73.25,101.68,2.32,73.12
2004,5,24,9.46,73.25,0.68,18.37,13.42,15.89,18.4,4.43,20.43,15.99,101.68,2.32,3.13,0.41,2.73,73.12,3.08,4.16,0.43,3.73,72.81,0.0,18.77,75.19,101.54,2.88,144.5
2004,5,25,9.77,75.19,0.0,18.46,13.86,16.16,18.77,5.2,20.98,15.78,101.54,2.88,4.95,0.41,4.52,144.5,3.87,6.98,0.44,6.54,145.06,0.0,19.25,75.75,101.86,4.5,166.56
2004,5,26,10.13,75.75,0.0,19.12,14.45,16.79,19.25,5.93,22.86,16.93,101.86,4.5,7.33,1.97,5.36,166.56,5.56,8.57,2.27,6.3,166.88,0.0,19.15,79.62,101.97,4.12,128.25
2004,5,27,10.56,79.62,0.0,18.88,15.12,17.0,19.15,4.72,21.38,16.66,101.97,4.12,7.07,2.1,4.96,128.25,5.28,8.38,3.3,5.06,128.69,0.11,18.83,77.75,101.75,4.45,27.75
2004,5,28,10.19,77.75,0.11,18.67,14.48,16.58,18.83,5.26,21.45,16.2,101.75,4.45,6.05,2.58,3.47,27.75,5.56,7.3,3.06,4.24,28.38,0.27,18.64,76.44,101.59,5.25,109.56
2004,5,29,10.31,76.44,0.27,18.97,14.62,16.8,18.64,3.02,20.42,17.4,101.59,5.25,6.44,4.02,2.41,109.56,6.86,8.16,5.71,2.45,110.31,0.0,19.3,75.0,101.44,3.56,102.38
2004,5,30,10.44,75.0,0.0,19.48,14.83,17.15,19.3,3.25,20.86,17.62,101.44,3.56,6.45,0.71,5.73,102.38,4.55,7.59,0.98,6.61,132.69,0.01,20.76,75.81,101.34,3.81,71.5
2004,5,31,11.35,75.81,0.01,20.69,16.13,18.41,20.76,4.63,22.86,18.23,101.34,3.81,5.99,1.34,4.66,71.5,5.02,7.69,1.48,6.21,71.31,0.0,20.14,82.69,100.99,2.92,129.69
2004,6,1,12.02,82.69,0.0,20.08,17.02,18.55,20.14,3.86,21.8,17.93,100.99,2.92,4.82,0.21,4.62,129.69,4.09,6.98,0.3,6.66,129.81,0.15,19.65,83.25,101.03,7.41,207.88
2004,6,2,11.78,83.25,0.15,19.64,16.67,18.15,19.65,3.36,21.51,18.15,101.03,7.41,10.56,4.98,5.59,207.88,9.26,12.79,6.64,6.16,207.69,0.04,19.74,80.75,101.38,4.23,165.44
2004,6,3,11.23,80.75,0.04,19.51,16.01,17.76,19.74,4.11,21.38,17.27,101.38,4.23,5.31,2.3,3.01,165.44,5.64,7.41,3.4,4.01,165.38,0.21,19.32,84.38,101.77,5.87,33.75
2004,6,4,10.99,84.38,0.21,18.44,15.71,17.08,19.32,4.11,20.61,16.49,101.77,5.87,10.07,2.81,7.26,33.75,6.95,11.47,3.3,8.17,34.0,0.16,19.17,67.69,102.42,4.98,45.88
2004,6,5,8.54,67.69,0.16,18.03,11.91,14.98,19.17,2.86,19.39,16.53,102.42,4.98,7.6,3.23,4.37,45.88,5.62,8.84,3.8,5.05,45.75,0.0,19.59,70.12,102.15,4.24,140.44
2004,6,6,9.77,70.12,0.0,19.59,13.94,16.76,19.59,4.66,21.61,16.96,102.15,4.24,5.9,2.95,2.95,140.44,5.74,8.23,3.58,4.66,141.5,0.01,20.7,69.88,101.48,3.65,139.94
2004,6,7,10.68,69.88,0.01,21.21,15.23,18.22,20.7,5.9,23.82,17.92,101.48,3.65,5.48,1.45,4.03,139.94,5.17,8.14,2.2,5.94,140.69,0.0,21.15,72.19,101.23,4.68,47.56
2004,6,8,10.93,72.19,0.0,20.8,15.51,18.15,21.15,4.56,23.01,18.45,101.23,4.68,5.95,3.62,2.32,47.56,5.78,7.24,5.02,2.22,47.88,0.01,21.87,72.19,100.62,3.62,138.75
2004,6,9,11.41,72.19,0.01,21.74,16.03,18.88,21.87,7.21,25.36,18.15,100.62,3.62,8.68,0.29,8.39,138.75,4.46,9.99,0.43,9.56,139.81,0.0,21.22,80.25,100.93,6.18,198.0
2004,6,10,12.02,80.25,0.0,20.55,16.96,18.76,21.22,3.23,22.34,19.11,100.93,6.18,9.38,1.73,7.66,198.0,7.3,10.96,1.94,9.02,212.56,0.11,19.9,76.56,101.8,10.27,196.94
2004,6,11,9.83,76.56,0.11,18.12,13.9,16.01,19.9,1.84,19.09,17.25,101.8,10.27,14.32,3.02,11.3,196.94,11.8,16.74,3.55,13.2,196.94,0.15,19.91,64.44,102.37,4.23,59.88
2004,6,12,8.06,64.44,0.15,17.9,11.08,14.49,19.91,3.19,19.31,16.12,102.37,4.23,5.62,2.62,3.0,59.88,4.68,6.02,2.99,3.03,59.44,0.0,20.66,56.88,102.33,4.17,144.88
2004,6,13,8.24,56.88,0.0,20.23,11.29,15.76,20.66,4.55,22.35,17.8,102.33,4.17,6.62,0.86,5.76,144.88,4.87,7.59,0.91,6.66,146.31,0.0,20.98,70.94,101.78,5.2,172.06
2004,6,14,10.74,70.94,0.0,20.86,15.33,18.1,20.98,4.21,23.11,18.9,101.78,5.2,6.27,2.7,3.58,172.06,6.52,8.34,3.18,5.16,173.12,0.0,21.87,67.0,101.12,2.38,146.25
2004,6,15,10.68,67.0,0.0,21.89,15.12,18.51,21.87,6.05,25.06,19.01,101.12,2.38,3.34,1.79,1.56,146.25,2.94,3.96,2.12,1.84,147.12,0.0,22.11,72.94,101.13,3.63,139.0
2004,6,16,11.29,72.94,0.0,21.33,16.02,18.68,22.11,5.13,23.71,18.58,101.13,3.63,5.17,0.97,4.2,139.0,4.31,5.8,1.12,4.69,139.12,0.0,22.83,69.31,100.69,2.61,177.75
2004,6,17,11.96,69.31,0.0,23.05,16.86,19.95,22.83,6.26,26.33,20.07,100.69,2.61,6.77,0.48,6.28,177.75,3.38,7.96,0.48,7.48,178.44,0.0,21.83,79.81,101.23,10.91,348.62
2004,6,18,12.45,79.81,0.0,21.27,17.62,19.44,21.83,3.1,22.69,19.59,101.23,10.91,14.4,7.95,6.45,348.62,12.88,17.35,9.22,8.12,348.88,0.0,22.15,76.0,101.24,4.7,152.44
2004,6,19,12.15,76.0,0.0,21.73,17.16,19.45,22.15,4.31,23.91,19.6,101.24,4.7,8.19,1.95,6.23,152.44,5.8,9.52,2.39,7.13,152.94,0.0,22.26,78.62,100.82,2.76,173.88
2004,6,20,13.06,78.62,0.0,22.3,18.29,20.29,22.26,4.27,24.37,20.1,100.82,2.76,4.41,0.88,3.53,173.88,3.91,6.36,1.24,5.12,174.88,0.07,22.81,79.38,101.03,6.06,155.94
2004,6,21,13.31,79.38,0.07,22.44,18.62,20.54,22.81,3.67,24.26,20.59,101.03,6.06,7.8,4.68,3.12,155.94,7.41,8.87,6.21,2.66,156.25,0.0,23.67,67.81,101.1,4.76,151.81
2004,6,22,12.45,67.81,0.0,24.15,17.4,20.77,23.67,5.77,27.02,21.24,101.1,4.76,7.68,1.8,5.88,151.81,6.23,9.17,2.69,6.48,152.38,0.1,23.95,63.56,100.92,3.4,70.69
2004,6,23,11.96,63.56,0.1,24.36,16.78,20.57,23.95,5.46,27.07,21.61,100.92,3.4,4.52,1.39,3.12,70.69,4.71,5.83,1.95,3.88,71.75,0.0,24.3,64.69,100.75,3.31,63.31
2004,6,24,12.27,64.69,0.0,24.48,17.2,20.83,24.3,4.95,27.07,22.12,100.75,3.31,5.13,1.16,3.98,63.31,4.31,6.33,1.52,4.81,65.56,0.0,24.83,57.94,100.99,3.17,95.31
2004,6,25,11.6,57.94,0.0,25.61,16.22,20.91,24.83,6.86,29.33,22.47,100.99,3.17,3.98,1.72,2.27,95.31,4.38,5.32,2.51,2.81,96.44,0.0,24.69,65.19,101.15,5.05,110.81
2004,6,26,12.57,65.19,0.0,24.78,17.51,21.15,24.69,4.49,27.44,22.94,101.15,5.05,9.16,3.41,5.74,110.81,6.31,10.58,4.8,5.78,112.31,0.15,24.09,80.19,101.19,8.78,153.44
2004,6,27,14.89,80.19,0.15,24.11,20.38,22.25,24.09,2.76,25.65,22.89,101.19,8.78,10.33,7.42,2.91,153.44,10.52,12.23,9.3,2.93,154.31,0.1,24.18,80.0,100.95,7.72,199.38
2004,6,28,14.77,80.0,0.1,24.01,20.22,22.12,24.18,3.24,25.75,22.51,100.95,7.72,16.0,3.68,12.32,199.38,9.37,19.33,5.12,14.21,199.94,0.13,22.98,77.94,101.23,14.21,349.88
2004,6,29,12.57,77.94,0.13,21.76,17.73,19.75,22.98,1.59,22.39,20.8,101.23,14.21,17.3,11.59,5.7,349.88,16.61,20.62,13.67,6.95,349.88,0.94,23.5,68.19,101.59,6.73,235.12
2004,6,30,11.41,68.19,0.94,22.49,16.22,19.36,23.5,3.26,24.29,21.02,101.59,6.73,10.82,3.17,7.65,235.12,7.77,12.85,3.5,9.35,234.56,0.0,23.14,74.25,101.23,6.12,179.81
2004,7,1,12.21,74.25,0.0,22.08,17.27,19.68,23.14,3.04,23.72,20.68,101.23,6.12,8.06,0.87,7.19,179.81,6.95,8.89,0.96,7.93,180.94,0.14,22.3,75.0,101.55,9.14,203.88
2004,7,2,11.17,75.0,0.14,20.51,15.9,18.21,22.3,1.77,21.6,19.83,101.55,9.14,13.92,2.38,11.54,203.88,10.44,16.06,2.7,13.36,203.81,0.0,23.05,56.06,101.57,2.81,123.88
2004,7,3,9.03,56.06,0.0,21.87,12.61,17.24,23.05,4.07,23.98,19.9,101.57,2.81,5.13,0.62,4.51,123.88,2.96,5.33,0.67,4.66,124.75,0.0,23.56,50.19,101.56,2.46,130.38
